address,build,symbol,file,line
0x10065710,d3d,BrCarClear29C8,slice3_40.c,485
0x10065B20,d3d,BrPathWalk,slice3_40.c,533
0x100664F0,glide,BrCrCorner,br_collresp.c,345
0x10066620,d3d,BrRankCmpKey,slice3_41.c,57
0x10066AA0,glide,BrCrTest,br_collresp.c,702
0x10067880,d3d,BrVarSave,slice3_41.c,124
0x10067900,d3d,BrVarLoad,slice3_41.c,153
0x10067AE0,d3d,BrSndDoppler,slice3_41.c,175
0x10067BC0,d3d,BrSndPan,slice3_41.c,213
0x10067DA0,d3d,BrSndNearestInvalidate,slice3_41.c,292
0x10067DC0,d3d,BrSndNearestReset,slice3_41.c,306
0x10067E50,d3d,BrSndNearestOffer,slice3_41.c,338
0x10068210,d3d,BrSndNearestOfferDefault,slice3_41.c,363
0x10069490,d3d,BrSub_10069490,slice5_62.c,408
0x100694E0,d3d,BrPool16Alloc,slice3_41.c,414
0x10069580,d3d,BrGfx69580,slice3_41.c,430
0x100695D0,d3d,BrSub100695D0,slice6_74.c,371
0x10069A60,d3d,BrCtrlCfgInitGlobal,slice3_42.c,254
0x10069A90,d3d,BrCtrlCfgCtor,slice3_42.c,243
0x10069AA0,d3d,BrCtrlCfgLoadDefaults,slice3_42.c,311
0x10069B10,d3d,BrCtrlCfgAssign,slice3_42.c,324
0x10069BC0,d3d,BrFn10069BC0,slice3_42.c,362
0x10069C30,d3d,BrFn10069C30,slice3_42.c,376
0x10069C90,d3d,BrCtrlCfgInit,slice3_42.c,196
0x1006A4A0,d3d,BrExt_1006A4A0,slice6_76.c,179
0x1006AA50,d3d,BrReplayReset,slice3_42.c,426
0x1006AAB0,d3d,BrReplayRecord,slice3_42.c,445
0x1006AB20,d3d,BrReplayAdvance,slice3_42.c,476
0x1006ABB0,d3d,BrReplayRewind,slice3_42.c,505
0x1006ABD0,d3d,BrReplayApply,slice3_42.c,521
0x1006ACF0,d3d,BrReplayApplyCar,slice3_42.c,568
0x1006AD10,d3d,BrReplaySeek,slice3_42.c,581
0x1006B170,d3d,BrRbSolveAccel,slice3_42.c,776
0x1006B260,d3d,BrRbAccumAll,slice3_42.c,814
0x1006B340,d3d,BrRbVelAtBodyPointXY,slice3_42.c,890
0x1006B430,d3d,BrRbVelAtBodyPoint,slice3_42.c,877
0x1006B510,d3d,BrRbVelAtPoint,slice3_42.c,866
0x1006B6C0,glide,br_ftol32,br_sfx.c,283
0x1006B880,glide,br_ftol64,br_sfx.c,268
0x1006C790,glide,BrFontRegisterPages,br_font.c,386
0x1006D1A0,glide,BrStrResLoad,br_strres.c,50
0x1006D2A0,glide,BrStrResFree,br_strres.c,146
0x1006D600,glide,BrCpIntegrateVelocity,br_carphys.c,91
0x10070370,glide,BrOnActivate,br_input.c,138
0x100709A0,d3d,BrMenuSub100709A0,slice4_52.c,218
0x10071550,d3d,BrSub10071550,slice6_73.c,1217
0x10072580,d3d,BrX10072580,slice6_76.c,435
0x10072AF0,d3d,BrSub10072AF0,slice4_50.c,121
0x10073820,d3d,BrFontRegisterGlyphs,br_font.c,403
0x10073A10,d3d,BrAlphaRampBuild,slice1_09.c,429
0x10073B60,d3d,BrBitStreamInit,slice1_09.c,54
0x10073B80,d3d,BrObjClear,br_obj.c,9
0x10073BA0,d3d,BrBitStreamSkipBytes,slice1_09.c,67
0x10073BC0,d3d,BrBitStreamReadU8,slice1_09.c,83
0x10073BE0,d3d,BrBitStreamReadU16,slice1_09.c,97
0x10073C10,d3d,BrBitStreamReadU24,slice1_09.c,112
0x10073C40,d3d,BrBitStreamReadS32,slice1_09.c,135
0x10073C90,d3d,BrBitReaderRead,slice6_74.c,290
0x10073D20,d3d,BrBitStreamAlignRead,slice1_09.c,26
0x10073D40,d3d,BrBitStreamAtEnd,slice1_09.c,212
0x10073D60,d3d,BrBitStreamWriteU8,slice1_09.c,224
0x10073DC0,d3d,BrBitStreamWriteU24,slice1_09.c,235
0x10073E10,d3d,BrBitStreamWriteU32,slice1_09.c,250
0x10073F20,d3d,BrBitStreamAlignWrite,slice1_09.c,38
0x10073F40,d3d,BrCountedTotal,br_state.c,25
0x10074030,d3d,BrStrGet,slice4_52.c,47
0x100741B0,d3d,BrVec4Normalise,slice1_09.c,290
0x10074250,d3d,BrVec3Normalise,slice1_09.c,276
0x100742D0,d3d,BrRbQuatDerivative,slice3_44.c,306
0x100743A0,d3d,BrRbIntegrateVelocity,slice3_44.c,331
0x10074450,d3d,BrRbBuildMatrix,slice3_44.c,372
0x100745F0,d3d,BrRbIntegrateState,slice3_44.c,348
0x100746E0,d3d,BrX100746E0,slice3_44.c,484
0x100747C0,d3d,BrMat4TransformPoint,slice1_09.c,313
0x10074830,d3d,BrMat3MulVec3,slice3_44.c,47
0x10074870,d3d,BrRbInitInertia,slice3_44.c,424
0x100749D0,d3d,BrMat3Skew,slice3_44.c,92
0x10074A10,d3d,BrMat4ToMat3Both,slice3_44.c,188
0x10074A50,d3d,BrMat4ToMat3Transposed,slice3_44.c,174
0x10074A90,d3d,BrMat4ToMat3,slice3_44.c,160
0x10074AC0,d3d,BrMat3Mul,slice3_44.c,70
0x10074B20,d3d,BrMat3Sub,slice3_44.c,208
0x10074E00,d3d,BrSub10074E00,slice3_44.c,506
0x10074E20,d3d,BrSub10074E20,slice3_44.c,518
0x10075020,d3d,BrSub10075020,slice4_50.c,441
0x10075100,d3d,BrTimeUpdate,slice1_09.c,476
0x10075190,d3d,br86_timer_restart,slice8_86.c,359
0x10075240,d3d,br86_timer_end_period,slice8_86.c,405
0x10075330,d3d,BrGbiCall10075330,slice5_63.c,159
0x10075340,d3d,BrMat4SetLastColumn,slice3_44.c,240
0x100764C0,d3d,BrEntSetHeading,slice3_45.c,244
0x10076700,d3d,BrEntSetMatrix,slice3_45.c,311
0x100767A0,d3d,BrEntSetVel,slice3_45.c,327
0x10076820,d3d,BrEntSetOrientation,slice3_45.c,352
0x100769A0,d3d,BrEntSetAngVel,slice3_45.c,390
0x10076A00,d3d,BrEntRefreshColour,slice3_45.c,412
0x10076A40,d3d,BrEntSetRecord,slice3_45.c,424
0x10076AE0,d3d,BrEntitySetIndex,slice1_09.c,360
0x10076B20,d3d,BrEntReset,slice3_45.c,449
0x10076C90,d3d,BrEntityBindAux,slice1_09.c,394
0x100771B0,d3d,BrDikGetDeviceState,slice6_72.c,193
0x100773D0,d3d,BrDiAcquire,slice3_45.c,690
0x10078420,d3d,BrInputIsDown,slice3_45.c,548
0x100786E0,d3d,BrInputJustPressed,slice3_45.c,601
0x10078BC0,d3d,BrDiKeyboardShutdown,slice3_45.c,706
0x10078C30,d3d,BrDiSetPropRange,slice3_45.c,735
0x10078C80,d3d,BrDiSetPropDword,slice3_45.c,755
0x10078E10,d3d,BrFfbSetDirection,slice3_45.c,798
0x10078E50,d3d,BrFfbSetDurationLong,slice3_45.c,810
0x10078E90,d3d,BrFfbSetDurationShort,slice3_45.c,820
0x10078ED0,d3d,BrFfbCommitDuration,slice3_45.c,832
0x10078F20,d3d,BrFfbUpdateSpring,slice3_45.c,878
0x100790B0,d3d,BrFfbSetSpringCoeff,slice3_45.c,855
0x100790E0,d3d,BrFfbEnumDevice,slice3_45.c,1037
0x100791D0,d3d,BrFfbInit,slice3_45.c,1088
0x10079390,d3d,BrFfbSetup,slice3_45.c,964
0x10079550,d3d,BrExt_10079550,slice6_76.c,210
0x100795D0,d3d,BrFfbReprobe,slice6_77.c,42
0x1007AC00,d3d,BrExt_1007AC00,slice5_63.c,185
0x1007C830,d3d,BrSprintf,slice4_50.c,97
0x1007C8A0,d3d,BrFtol,slice1_02.c,32
0x1007F240,d3d,BrStrUpr,slice2_24.c,85
0x1008C000,d3d,BrItoa,slice7_82.c,47
0x1008C320,d3d,br_stricmp_1008C320,slice8_85.c,418
