glide_va,name,module,basis,file
0x1006DC30,BrMat3Skew,geometry,description,src/core/geometry/br_mat3.c
0x1006DC70,BrMat4ToMat3Both,geometry,prefix,src/core/geometry/br_mat3.c
0x1006DCB0,BrMat4ToMat3Transposed,geometry,prefix,src/core/geometry/br_mat3.c
0x1006DCF0,BrMat4ToMat3,geometry,prefix,src/core/geometry/br_mat3.c
0x1006DD80,BrMat3Sub,geometry,description,src/core/geometry/br_mat3.c
0x1006E020,BrFontSetRenderDst,drawing,filed,src/core/drawing/br_font.c
0x1006E030,BrFontTexInitAll,drawing,filed,src/core/drawing/br_font.c
0x1006E060,BrSub10074E00,drawing,neighbour-1,src/core/drawing/br_texdetail.c
0x1006E080,BrSub10074E20,drawing,neighbour-1,src/core/drawing/br_texdetail.c
0x1006E0A0,BrTexDetailBumpNeighbour,drawing,description,src/core/drawing/br_texdetail.c
0x1006E130,FUN_1006e130,drawing,description,src/core/drawing/br_texdetail.c
0x1006E180,BrMutexCreateAA0A0,startup,description,src/core/startup/br_ringmutex.c
0x1006E1A0,BrMutexCloseAA0A0,startup,description,src/core/startup/br_ringmutex.c
0x1006E1D0,BrTexQueuePush,drawing,prefix,src/core/drawing/br_texqueue.c
0x1006E220,BrTexQueuePop,drawing,prefix,src/core/drawing/br_texqueue.c
0x1006E280,BrSub10075020,startup,description,src/core/startup/br_timer.c
0x1006E350,BrGetTimerState,startup,description,src/core/startup/br_timer.c
0x1006E3B0,BrSub10075150,startup,description,src/core/startup/br_timer.c
0x1006E3F0,br86_timer_restart,startup,neighbour-1,src/core/generated/0x1006E3F0.c
0x1006E4A0,br86_timer_end_period,startup,description,src/core/startup/br_frametimer.c
0x1006E4C0,BrSfxSrcStart,audio,filed,src/core/audio/br_sfxsrc.c
0x1006E530,BrSfxSrcPlay,audio,filed,src/core/audio/br_sfxsrc.c
0x1006E560,BrSfxSrcPlaySilent,audio,filed,src/core/audio/br_sfxsrc.c
0x1006E580,BrThunk6E580,audio,filed,src/core/audio/br_sfxsrc.c
0x1006E590,BrNop6E590,audio,neighbour-1,src/core/audio/br_sfxsrc.c
0x1006E5A0,BrMat4SetLastColumn,geometry,prefix,src/core/geometry/br_mat.c
0x1006EA70,BrCarTickMessages,racing,filed,src/core/racing/br_cartick.c
0x1006EB00,FUN_1006eb00,racing,description,src/core/racing/br_wrongway.c
0x1006F680,BrEntSetPos,scene,description,src/core/scene/br_entpos.c
0x1006F970,BrEntSetMatrix,driving,neighbour-1,src/core/driving/br_entstate.c
0x1006FA10,BrEntSetVel,driving,neighbour-1,src/core/driving/br_entstate.c
0x1006FA90,BrEntSetOrientation,driving,neighbour-1,src/core/driving/br_entstate.c
0x1006FC10,BrEntSetAngVel,driving,description,src/core/driving/br_entstate.c
0x1006FC70,BrEntRefreshColour,drawing,description,src/core/drawing/br_entcolour.c
0x1006FCB0,BrEntSetRecord,drawing,neighbour-1,src/core/drawing/br_entcolour.c
0x1006FF00,BrEntityBindAux,scene,description,src/core/scene/br_entity.c
0x1006FF50,FUN_1006ff50,drawing,manual,src/core/drawing/br_log.c
0x1006FFC0,FUN_1006ffc0,scene,neighbour-1,src/core/generated/0x1006FFC0.c
0x10070170,BrWaveSeekData,controls,filed,src/core/controls/br_input.c
0x10070370,BrOnActivate,controls,filed,src/core/controls/br_input.c
0x100703A0,BrSub100770C0,controls,neighbour-1,src/core/controls/br_dik.c
0x100703D0,FUN_100703d0,controls,neighbour-1,src/core/generated/0x100703D0.c
0x10070490,BrDikGetDeviceState,controls,description,src/core/controls/br_dik.c
0x100706B0,BrDiAcquire,controls,neighbour-1,src/core/generated/0x100706B0.c
0x10071EB0,BrDiKeyboardShutdown,racing,neighbour-1,src/core/generated/0x10071EB0.c
0x10071F00,BrTickAdd_10078C10,racing,filed,src/core/racing/br_replayon.c
0x10071F20,BrDiSetPropRange,controls,description,src/core/controls/br_dicmd.c
0x10071F70,BrDiSetPropDword,controls,description,src/core/controls/br_dicmd.c
0x100720A0,BrDInputShutdown,controls,description,src/core/controls/br_dishutdown.c
0x10072100,BrFfbSetDirection,controls,description,src/core/controls/br_ffb.c
0x10072140,BrFfbSetDurationLong,controls,description,src/core/controls/br_ffb.c
0x10072180,BrFfbSetDurationShort,controls,neighbour-1,src/core/controls/br_ffb.c
0x100721C0,BrFfbCommitDuration,controls,neighbour-1,src/core/controls/br_dicmd.c
0x100723A0,BrFfbSetSpringCoeff,controls,description,src/core/controls/br_dicmd.c
0x10072840,BrExt_10079550,controls,neighbour-1,src/core/generated/0x10072840.c
0x100728C0,BrFfbReprobe,controls,description,src/core/controls/br_ffb.c
0x10073714,BrNop73714,startup,description,src/core/startup/br_dllentry.c
0x10073719,BrNop73719,startup,description,src/core/startup/br_dllentry.c
0x10073974,BrHalt73974,startup,description,src/core/startup/br_dllentry.c
0x10073979,BrHalt73979,startup,description,src/core/startup/br_dllentry.c
0x100745B0,BrCrtOnExit,startup,description,src/core/startup/br_dllentry.c
0x100745E0,BrCrtAtExit,startup,description,src/core/startup/br_dllentry.c
0x100746C0,FUN_100746c0,startup,neighbour-1,src/core/generated/0x100746C0.c
0x10074770,FUN_10074770,startup,neighbour-1,src/core/generated/0x10074770.c
0x100747E0,BrMat3CheckMagic,startup,neighbour-1,src/core/startup/br_dllentry.c
0x10074800,FUN_10074800,startup,neighbour-1,src/core/generated/0x10074800.c
0x10074AE6,FUN_10074ae6,startup,neighbour-1,src/core/startup/br_stubs.c
0x10074B00,BrDllMain,startup,description,src/core/startup/br_dllentry.c
0x10034E30,BrAtan2,geometry,manual,src/core/geometry/br_atan2.c
0x1006E9E0,BrCarTickClocks,racing,manual,src/core/racing/br_cartick.c
0x10036080,BrSlotMark,net,manual,src/core/net/br_slottable.c
0x10003810,BrNetPingSync,net,manual,src/core/generated/0x10003810.c
0x10039580,BrCtlNameFind,controls,manual,src/core/controls/br_ctlname.c
0x10058A30,BrRaceSettingsCommit,menus,manual,src/core/generated/0x10058A30.c
0x1006EBC0,BrCarTickGridCell,racing,manual,src/core/racing/br_cartick.c
0x10034870,BrVec3TransformDivW,geometry,manual,src/core/generated/0x10034870.c
0x100031D0,BrGrid16Pair,gamedata,manual,src/core/generated/0x100031D0.c
0x10059F70,BrBmpWiden24ToRgba,drawing,manual,src/core/generated/0x10059F70.c
0x10003120,BrGrid64Sample,scene,manual,src/core/scene/br_grid64.c
0x1000E270,BrPointProjectXY,drawing,manual,src/core/generated/0x1000E270.c
0x1006E430,BrX100751D0,startup,manual,src/core/startup/br_frametimer.c
0x1006D600,BrCpIntegrateVelocity,driving,manual,src/core/driving/br_carphys.c
0x1005A630,BrImgRegionHasKey,drawing,manual,src/core/generated/0x1005A630.c
