glide_va,name,module,basis,file
0x10038550,BrUiFn1003F020,menus,neighbour,src/core/generated/0x10038550.c
0x10038580,Br85TextReadBack,menus,neighbour,src/core/generated/0x10038580.c
0x100385E0,BrStubTrue,menus,neighbour,src/core/menus/br_uictlhook.c
0x100385F0,BrUiHook85_1003F0B0,menus,neighbour,src/core/generated/0x100385F0.c
0x10038650,BrUiFn1003F110,menus,neighbour,src/core/generated/0x10038650.c
0x100386B0,BrUiFn1003F170,menus,neighbour,src/core/generated/0x100386B0.c
0x10038750,BrUiFn1003F210,menus,neighbour,src/core/generated/0x10038750.c
0x100387C0,BrUiFn1003F280,menus,neighbour,src/core/generated/0x100387C0.c
0x100387F0,BrInputBitHeld,menus,neighbour,src/core/ghidra_batch.c
0x10038980,BrRacePosIconSet,menus,filed,src/core/menus/br_race.c
0x10038B20,BrUiHook87_1003F5E0,menus,neighbour,src/core/menus/br_uicapcode.c
0x10038BC0,BrUiHook87_1003F680,menus,neighbour,src/core/menus/br_uicapcode.c
0x10038C60,BrRaceIconLookup,menus,filed,src/core/menus/br_race.c
0x10039BC0,BrMenuEnter,menus,neighbour,src/core/menus/br_menucb.c
0x10039CE0,BrMenuCap07A0,menus,neighbour,src/core/menus/br_menucb.c
0x10039DB0,BrMenuCap0870,menus,neighbour,src/core/menus/br_menucb.c
0x10039DD0,BrMenuCap0890,menus,neighbour,src/core/menus/br_menucb.c
0x10039DF0,BrMenuCap08B0,menus,neighbour,src/core/menus/br_menucb.c
0x10039E10,BrMenuText08D0,menus,neighbour,src/core/menus/br_menucb.c
0x10039E70,BrMenuCap0930,menus,neighbour,src/core/menus/br_menucb.c
0x10039E90,BrMenuCap0950,menus,neighbour,src/core/menus/br_menucb.c
0x10039ED0,BrMenuCap0990,menus,neighbour,src/core/menus/br_menucb.c
0x10039EF0,BrMenuCap09B0,menus,neighbour,src/core/menus/br_menucb.c
0x10039F10,BrMenuCap09D0,menus,neighbour,src/core/menus/br_menucb.c
0x10039F30,BrMenuLatchPending,menus,filed,src/core/menus/br_menuact.c
0x10039F60,FUN_10039f60,menus,neighbour,src/core/generated/0x10039F60.c
0x10039F90,BrMenuText0A50,menus,neighbour,src/core/menus/br_menucb.c
0x1003A000,BrMenuText0AC0,menus,neighbour,src/core/menus/br_menucb.c
0x1003A070,BrMenuText0B30,menus,neighbour,src/core/menus/br_menucb.c
0x1003A820,BrMenuSetAA28D0_0,menus,neighbour,src/core/menus/br_menucb.c
0x1003A830,BrMenuSetAA28D0_1,menus,neighbour,src/core/menus/br_menucb.c
0x1003A840,BrMenuSetAA28D0_2,menus,neighbour,src/core/menus/br_menucb.c
0x1003A850,BrMenuSetAA28D0_3,menus,neighbour,src/core/menus/br_menucb.c
0x1003A860,BrMenuText1300,menus,neighbour,src/core/menus/br_menucb.c
0x1003ABD0,BrMenuText1670,menus,neighbour,src/core/menus/br_menucb.c
0x1003AC70,BrMenuText1710,menus,neighbour,src/core/menus/br_menucb.c
0x1003AD10,BrMenuText17B0,menus,neighbour,src/core/menus/br_menucb.c
0x1003ADD0,BrMenuCap1870,menus,neighbour,src/core/menus/br_menucb.c
0x1003ADF0,BrMenuFlags1890,menus,neighbour,src/core/menus/br_menucb.c
0x1003AE30,BrMenuFlags18D0,menus,neighbour,src/core/menus/br_menucb.c
0x1003AE50,BrMenuFlags18F0,menus,neighbour,src/core/menus/br_menucb.c
0x1003AE90,BrMenuLeaveTo2,menus,neighbour,src/core/menus/br_menucb.c
0x1003AF30,BrExt_100419D0,menus,neighbour,src/core/ghidra_batch.c
0x1003AF60,BrExt_10041A00,menus,neighbour,src/core/generated/0x1003AF60.c
0x1003B020,BrMenuCopyTrackName,menus,filed,src/core/menus/br_menuact.c
0x1003B0B0,BrMenuAutoSaveName,menus,neighbour,src/core/menus/br_menucb.c
0x1003B970,BrExt_10042410,menus,neighbour,src/core/generated/0x1003B970.c
0x1003BA30,BrExt_100424D0,menus,neighbour,src/core/menus/br_uinameedit.c
0x1003BFF0,BrToggleOnce_BFF0,menus,filed,src/core/menus/br_toggle.c
0x1003C020,BrUiHook85_10042AC0,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003C050,BrToggleOnce_C050,menus,filed,src/core/menus/br_toggle.c
0x1003C240,FUN_1003c240,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003C2B0,FUN_1003c2b0,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003C430,FUN_1003c430,menus,neighbour,src/core/generated/0x1003C430.c
0x1003CAE0,FUN_1003cae0,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003CB40,FUN_1003cb40,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003CBA0,FUN_1003cba0,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003CC00,BrUiOptHook_100436B0,menus,neighbour,src/core/menus/br_uiopthook.c
0x1003CD00,BrOpt37B0,menus,neighbour,src/core/menus/br_uiopt.c
0x1003CF50,BrOpt3A00,menus,neighbour,src/core/menus/br_uiopt.c
0x1003D4F0,BrOpt3FA0,menus,neighbour,src/core/menus/br_uiopt.c
0x1003D560,BrHook_10044010,menus,filed,src/core/menus/br_menuact.c
0x1003D580,BrUiHook85_10044030,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003D5A0,BrUiHook85_10044050,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003D5C0,BrUiHook85_10044070,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003D5E0,BrUiHook85_10044090,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003D600,BrUiHook85_100440B0,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003D6F0,BrOpt41A0,menus,neighbour,src/core/menus/br_uiopt.c
0x1003DA90,BrSub10044540,menus,neighbour,src/core/menus/br_optdifficulty.c
0x1003E5A0,BrPhaseHook_10045050,menus,neighbour,src/core/menus/br_phasehook.c
0x1003E5E0,BrPhaseHook_10045090,menus,neighbour,src/core/menus/br_phasehook.c
0x1003E610,BrPhaseHook_100450C0,menus,neighbour,src/core/menus/br_phasehook.c
0x1003E640,BrPhaseDispatch_100450F0,menus,neighbour,src/core/menus/br_phasehook.c
0x1003EC10,BrHook_10045780,menus,filed,src/core/menus/br_menuact.c
0x1003EC30,BrHook_100457A0,menus,filed,src/core/menus/br_menuact.c
0x1003EC50,BrUiHook84_100457C0,menus,neighbour,src/core/menus/br_uiseasonbtn.c
0x1003EC70,BrUiHook84_100457E0,menus,neighbour,src/core/menus/br_uiseasonbtn.c
0x1003EC90,BrHook_10045800,menus,filed,src/core/menus/br_menuact.c
0x1003ECB0,BrHook_10045820,menus,filed,src/core/menus/br_menuact.c
0x1003ECD0,BrHook_10045840,menus,filed,src/core/menus/br_menuact.c
0x1003ECF0,BrHook_10045860,menus,filed,src/core/menus/br_menuact.c
0x1003ED10,BrUiHook81_10045880,menus,neighbour,src/core/menus/br_uiopenscreen.c
0x1003ED30,BrUiHook81_100458A0,menus,neighbour,src/core/menus/br_uiopenscreen.c
0x1003ED50,BrHook_100458C0,menus,filed,src/core/menus/br_menuact.c
0x1003ED70,BrPhaseActivate_1003ED70,menus,neighbour,src/core/menus/br_phasenav.c
0x1003EE90,FUN_1003ee90,menus,neighbour,src/core/menus/br_uictlhook.c
0x1003EF40,BrPhaseHook_10045AA0,menus,neighbour,src/core/menus/br_phasenav.c
0x1003F820,BrPhaseHook_10046380,menus,neighbour,src/core/menus/br_phasenav.c
0x100403A0,BrPhaseGoto_10046F50,menus,neighbour,src/core/menus/br_phasenav.c
0x10040410,BrPhaseGoto_10046FC0,menus,neighbour,src/core/menus/br_phasenav.c
0x100404A0,BrPhaseGoto_10047050,menus,neighbour,src/core/menus/br_phasenav.c
0x10040570,BrPhaseLeave_10047120,menus,neighbour,src/core/menus/br_phasenav.c
0x10040600,BrPhaseLeave_100471B0,menus,neighbour,src/core/menus/br_phasenav.c
0x10040640,BrPhaseGuard_100471F0,menus,neighbour,src/core/menus/br_phasenav.c
0x10040660,BrPhaseEdit_10047210,menus,neighbour,src/core/menus/br_phasenav.c
0x100406A0,BrPhaseEdit_10047250,menus,neighbour,src/core/menus/br_phasenav.c
0x100406E0,BrPhaseLeave_10047290,menus,neighbour,src/core/menus/br_phasenav.c
0x10040790,BrPhaseNameClear_10047340,menus,neighbour,src/core/menus/br_phasenav.c
0x10040900,BrPhaseMode_100474D0,menus,neighbour,src/core/menus/br_phasenav.c
0x10040930,BrMenuOpt40930,menus,filed,src/core/menus/br_menuact.c
0x10040960,BrMenuOpt40960,menus,filed,src/core/menus/br_menuact.c
0x10040990,BrPhaseMode_10047560,menus,neighbour,src/core/menus/br_phasenav.c
0x100409C0,BrMenuOpt409C0,menus,filed,src/core/menus/br_menuact.c
0x100409F0,BrMenuOpt409F0,menus,filed,src/core/menus/br_menuact.c
0x10040A20,BrPhaseTick_100475F0,menus,description,src/core/menus/br_phasenav.c
0x10040A40,BrPhaseKeyPush_10047610,menus,manual,src/core/menus/br_phasenav.c
0x10040AF0,BrPhaseTick_100474B0,menus,description,src/core/menus/br_phasenav.c
0x10040CF0,BrObj40CF0DeleteDtor,menus,neighbour-1,src/core/menus/br_obj40.c
0x10040E20,BrUiDrawIndex_100479D0,menus,description,src/core/menus/br_uiscreen.c
0x10041130,BrUiTweenCurve_10047CE0,menus,neighbour-1,src/core/menus/br_uiscreen.c
0x10041400,BrUiInit_10047FB0,menus,description,src/core/menus/br_uiscreen.c
0x100418C0,BrUiPageCtor_10048470,menus,neighbour-1,src/core/generated/0x100418C0.c
0x10041910,BrUiPageDelete_100484C0,menus,description,src/core/menus/br_uiscreen.c
0x10041930,BrVtInit41930,menus,neighbour-1,src/core/menus/br_uiscreen.c
0x10041CA0,BrPhaseDelete_10048850,menus,description,src/core/menus/br_uiscreen.c
0x10041D00,BrPhaseFn_100488B0,menus,neighbour-1,src/core/menus/br_uiscreen.c
0x10041DB0,BrMenuCallback41DB0,menus,prefix,src/core/menus/br_uiscreen.c
0x100476C0,BrUiHook85_1004E810,menus,manual,src/core/menus/br_uictlhook.c
0x10051550,BrSub100586A0,net,description,src/core/net/br_slottable.c
0x10051580,BrSlotsFindById,gamedata,filed,src/core/gamedata/br_slots.c
0x100515B0,BrSub10058700,net,description,src/core/net/br_slottable.c
0x10053E60,BrStubFalse,menus,neighbour-1,src/core/menus/br_textbox.c
0x10053E70,BrTextBoxInit,menus,description,src/core/menus/br_textbox.c
0x10053EC0,BrTextBoxDeleteDtor,menus,description,src/core/menus/br_textbox.c
0x10053EE0,BrVtInit53EE0,menus,neighbour-1,src/core/menus/br_textbox.c
0x10053EF0,BrTextBoxMeasureA,menus,description,src/core/menus/br_textbox.c
0x10053F80,BrTextBoxMeasureB,menus,manual,src/core/menus/br_textbox.c
0x10054360,BrCharMapLookup,controls,description,src/core/controls/br_dik.c
0x10054390,FUN_10054390,controls,neighbour-1,src/core/generated/0x10054390.c
0x100545C0,BrSprFontGlyphB_1005B7A0,drawing,filed,src/core/drawing/br_sprfont.c
0x10054600,BrRet0Std3_10054600,menus,manual,src/core/menus/br_textlist.c
0x100546F0,BrObj546F0DeleteDtor,menus,manual,src/core/menus/br_textlist.c
0x10054710,BrObj54710Dtor,menus,manual,src/core/menus/br_textlist.c
0x10055090,BrUiSprDrawAt,menus,prefix,src/core/generated/0x10055090.c
0x10055090,BrUiSprDrawAt,menus,neighbour-1,src/core/generated/0x10055090.c
0x10055ED0,BrFileCountMatching,gamedata,neighbour-1,src/core/generated/0x10055ED0.c

0x10055960,BrSub1005CB40,drawing,neighbour,src/core/drawing/br_namelist.c
0x100559B0,BrNameListInit,drawing,neighbour,src/core/drawing/br_namelist.c
0x10055A10,BrVt55A10DeleteDtor,drawing,neighbour,src/core/drawing/br_namelist.c
0x10055A30,BrVtInit55A30,drawing,neighbour,src/core/drawing/br_namelist.c
0x10055A40,FUN_10055a40,gamedata,manual,src/core/gamedata/br_seasondesc.c
0x10055AF0,FUN_10055af0,gamedata,manual,src/core/gamedata/br_seasondesc.c
0x10055C50,BrSaveSlotNameSet_10055C50,drawing,neighbour,src/core/generated/0x10055C50.c
0x10055ED0,BrFileCountMatching,gamedata,prefix,src/core/generated/0x10055ED0.c
0x10058300,BrFontTexFreeAll,drawing,filed,src/core/drawing/br_font.c
0x10058360,BrFontFreeAndExit,drawing,filed,src/core/drawing/br_font.c
0x10058380,BrSprFontDraw,drawing,neighbour-1,src/core/ghidra_batch.c
0x10058C70,FUN_10058c70,menus,neighbour-1,src/core/generated/0x10058C70.c
0x10058C90,BrChainFreeRec_10058C90,menus,neighbour-1,src/core/menus/br_chain.c
0x10058CC0,BrBoundsFits_10058CC0,menus,neighbour-1,src/core/menus/br_uibounds.c
0x10058F90,BrExt_1007AC00,menus,neighbour-1,src/core/menus/br_uibounds.c
0x10058FA0,BrMenuSub1005FF30,menus,prefix,src/core/menus/br_keyclear.c
0x10059020,BrDikPollAndEdge,controls,description,src/core/controls/br_dik.c
0x10059040,BrFn1005FFD0,controls,neighbour-1,src/core/controls/br_dik.c
0x10059060,BrInputLatchUpdate,controls,description,src/core/controls/br_input.c
0x100590A0,BrMsgBoxAA,startup,manual,src/core/startup/br_fatal.c
0x10059280,BrFn10060210,drawing,manual,src/core/drawing/br_screensize.c
0x100592D0,BrSub10060260,menus,manual,src/core/menus/br_uiwindow.c
0x100592F0,FUN_100592f0,controls,neighbour-1,src/core/generated/0x100592F0.c
0x100597C0,BrSub10060750,controls,manual,src/core/controls/br_dik.c
0x100597F0,FUN_100597f0,net,neighbour-1,src/core/generated/0x100597F0.c
0x10059A50,BrCarNetSendState,net,description,src/core/net/br_carnet.c
0x10059D30,BrCarPredictRemote,net,description,src/core/net/br_carnet.c
0x10059DC0,BrUiSelAInc,menus,description,src/core/menus/br_uislider.c
0x10059DE0,BrUiSelADec,menus,description,src/core/menus/br_uislider.c
0x10059E00,BrUiVolumeApply,menus,manual,src/core/menus/br_uislider.c
0x10059E30,BrUiSelBInc,menus,description,src/core/menus/br_uislider.c
0x10059E50,BrUiSelBDec,menus,description,src/core/menus/br_uislider.c
0x10059E70,BrPadPackButtons,controls,filed,src/core/controls/br_input.c
0x10059F10,BrBmpToRgba32,drawing,filed,src/core/drawing/br_bmp.c
0x10059FE0,FUN_10059fe0,drawing,neighbour,src/core/drawing/br_livery.c
0x1005A020,BrBmpRect4Get,drawing,filed,src/core/drawing/br_bmp.c
0x1005A070,BrBmpGetHandle,drawing,filed,src/core/drawing/br_bmp.c
0x1005A080,FUN_1005a080,drawing,neighbour,src/core/generated/0x1005A080.c
0x1005A210,BrBmpLoadRgba,drawing,filed,src/core/drawing/br_bmp.c
0x1005A280,BrImgMulByMask,drawing,filed,src/core/drawing/br_imgtint.c
0x1005A420,FUN_1005a420,drawing,description,src/core/drawing/br_livery.c
0x1005A480,BrLiveryLoadDamage,drawing,filed,src/core/drawing/br_livery.c
0x1005A4E0,BrImgTintSetScale,drawing,description,src/core/drawing/br_imgtint.c
0x1005A6A0,FUN_1005a6a0,drawing,description,src/core/drawing/br_livery.c
0x1005A6B0,FUN_1005a6b0,drawing,description,src/core/drawing/br_livery.c
0x1005A6E0,BrNodeMarkPass,drawing,description,src/core/drawing/br_nodepass.c
0x1005A740,BrNodeClearMarkPass,drawing,neighbour-1,src/core/drawing/br_nodepass.c
0x1005A780,BrNodeRunMarkPass,drawing,neighbour-1,src/core/drawing/br_nodepass.c
0x1005AC60,BrCarBuildMatrices,racing,description,src/core/racing/br_carinit.c
0x1005C440,BrThunk5C440,racing,neighbour-1,src/core/racing/br_thunks.c
0x1005D050,BrCtlHuman,driving,manual,src/core/driving/br_ctlstep.c
0x1005E690,BrCtlAi,driving,manual,src/core/driving/br_ctlstep.c
0x1005E6A0,BrCarInitTables,racing,description,src/core/racing/br_carinit.c
0x1005E780,BrCarClear29C8,racing,neighbour-1,src/core/racing/br_carinit.c
0x1005F220,BrModelSlotApply,drawing,description,src/core/drawing/br_model.c
0x1005F530,BrDriverAssetsFree,racing,neighbour-1,src/core/racing/br_driver.c
0x1005F690,BrRankCmpKey,racing,description,src/core/racing/br_rank.c
0x100609B0,BrWrap_10067940,startup,filed,src/core/startup/br_objlife.c
0x100609D0,BrWrap_10067960,startup,filed,src/core/startup/br_objlife.c
0x100609F0,BrWrap_10067980,startup,filed,src/core/startup/br_objlife.c
0x10060A10,BrWrap_100679A0,startup,filed,src/core/startup/br_objlife.c
0x10060B50,BrSndDoppler,audio,description,src/core/audio/br_sndpos.c
0x10060C30,BrSndPan,audio,manual,src/core/audio/br_sndpos.c
0x10060DB0,BrSfxBankPlay,audio,filed,src/core/audio/br_sfxsrc.c
0x10060DF0,BrSfxSrcBeep,audio,filed,src/core/audio/br_sfxsrc.c
0x10060E00,BrSfxSrcBeep2,audio,filed,src/core/audio/br_sfxsrc.c
0x10060E10,BrSndNearestInvalidate,audio,neighbour,src/core/audio/br_sndpos.c
0x10060E30,BrSndNearestReset,audio,neighbour,src/core/audio/br_sndpos.c
0x10060EC0,BrSndNearestOffer,audio,neighbour,src/core/audio/br_sndpos.c
0x100611F0,BrSndNearestOfferTrack,audio,filed,src/core/audio/br_sndpos.c
0x10061280,BrSndNearestOfferDefault,audio,neighbour,src/core/audio/br_sndpos.c
0x100612D0,BrSfxCarBankInit,audio,filed,src/core/audio/br_sfx.c
0x10061310,FUN_10061310,audio,manual,src/core/audio/br_sndrace.c
0x10061430,BrRaceCarPre,racing,filed,src/core/racing/br_racestep.c
0x10061440,BrSndTableClear,racing,filed,src/core/racing/br_racestep.c
0x100623A0,BrRaceDriverAnim,racing,filed,src/core/racing/br_racestep.c
0x10062500,BrSub_10069490,gamedata,manual,src/core/gamedata/br_framepool.c
0x10062550,BrPool16Alloc,gamedata,manual,src/core/gamedata/br_framepool.c
0x100625A0,BrPool32Alloc,gamedata,manual,src/core/gamedata/br_framepool.c
0x100625F0,BrGfx69580,gamedata,manual,src/core/gamedata/br_framepool.c
0x10062610,BrRacePosCopy,racing,neighbour,src/core/racing/br_driver.c
0x100627B0,BrRaceDifficultySet,racing,filed,src/core/racing/br_racestart.c
0x10062830,BrRaceDifficultyApply,racing,filed,src/core/racing/br_racestart.c
0x10062850,BrRaceEntrantCountSet,racing,filed,src/core/racing/br_racestart.c
0x10062870,BrEntSlotsReset,racing,filed,src/core/racing/br_racestart.c
0x10062AC0,BrCtrlCfgBoot,controls,description,src/core/controls/br_ctrlboot.c
0x10062AD0,BrCtrlCfgInitGlobal,settings,description,src/core/settings/br_ctrlcfg.c
0x10062AE0,BrAtexit_10069A70,startup,filed,src/core/startup/br_objlife.c
0x10062AF0,BrSub10062AF0,settings,neighbour-1,src/core/tiny_stubs.c
0x10062B00,BrCtrlCfgCtor,settings,description,src/core/settings/br_ctrlcfg.c
0x10062B10,BrCtrlCfgLoadDefaults,settings,manual,src/core/settings/br_ctrlcfg.c
0x10062C30,BrFn10069BC0,controls,description,src/core/controls/br_ctrlquery.c
0x10062CA0,BrFn10069C30,controls,description,src/core/controls/br_ctrlquery.c
0x100634B0,BrGlCfgSave,settings,manual,src/core/settings/br_cfgfile.c
0x10063860,BrBaseDirInit,settings,filed,src/core/settings/br_basedir.c
0x10063940,BrRenderStateSet,startup,filed,src/core/startup/br_objlife.c
0x10063970,BrRenderModeStart,startup,filed,src/core/startup/br_objlife.c
0x100639D0,BrRenderModeRestart,startup,filed,src/core/startup/br_objlife.c
0x10063A00,BrReplayReset,racing,description,src/core/racing/br_replay.c
0x10063A40,BrSet_1006AA90,racing,filed,src/core/racing/br_replayon.c
0x10063A50,BrReplayIsOn,racing,filed,src/core/racing/br_replayon.c
0x10063B40,BrReplayGetBuf,racing,description,src/core/racing/br_replayon.c
0x10063B50,BrReplayGetSize,racing,description,src/core/racing/br_replay.c
0x10063B60,BrReplayRewind,racing,description,src/core/racing/br_replay.c
0x10063CA0,BrReplayApplyCar,racing,neighbour-1,src/core/racing/br_replay.c
0x10063DA0,BrReplayGetBuf2,racing,description,src/core/racing/br_replayon.c
0x10063DB0,BrReplayCountFromBytes,racing,description,src/core/racing/br_replayon.c
0x10064210,BrRbAccumAll,driving,description,src/core/driving/br_rbaccum.c
0x10065950,BrCrPlaneDist,driving,filed,src/core/driving/br_collrespsolve.c
0x10066230,BrCrListPush,driving,filed,src/core/driving/br_collresp.c
0x100664F0,BrCrCorner,driving,filed,src/core/driving/br_collresp.c
0x10066AA0,BrCrTest,driving,filed,src/core/driving/br_collresp.c
0x10068450,BrWheelSuspensionSetZ,driving,description,src/core/driving/br_wheelvel.c
0x10068600,FUN_10068600,driving,description,src/core/driving/br_wheelvel.c
0x10069530,BrTrackSurfaceSet,startup,filed,src/core/startup/br_track.c
0x10069930,BrMenuSub100709A0,menus,prefix,src/core/generated/0x10069930.c
0x10069DC0,BrSub69DC0,racing,neighbour-1,src/core/racing/br_sub69.c
0x1006A070,BrSetMode5,racing,filed,src/core/racing/br_replayon.c
0x1006A310,BrDelta_100713A0,racing,filed,src/core/racing/br_replayon.c
0x1006A3F0,BrNetPeerMsgCancel,net,description,src/core/net/br_peer.c
0x1006A440,BrSub100714D0,net,description,src/core/net/br_peerslot.c
0x1006A480,BrSub10071510,net,neighbour-1,src/core/net/br_peerslot.c
0x1006A4C0,BrSub10071550,net,description,src/core/net/br_peer.c
0x1006A4D0,BrNetPeerMutexInit,net,description,src/core/net/br_peer.c
0x1006A540,BrObjLifeInit6A540,startup,filed,src/core/startup/br_objlife.c
0x1006A550,BrWrap_100715E0,startup,filed,src/core/startup/br_objlife.c
0x1006A570,BrAtexit_10071600,startup,filed,src/core/startup/br_objlife.c
0x1006A580,BrWrap_10071610,startup,filed,src/core/startup/br_objlife.c
0x1006A5A0,BrSecondTickStart,startup,neighbour-1,src/core/startup/br_secondtick.c
0x1006A5F0,BrSecondTickLoop,racing,description,src/core/racing/br_secondtickloop.c
0x1006A650,FUN_1006a650,net,description,src/core/net/br_peer.c
0x1006AAD0,BrSub10071B60,geometry,filed,src/core/geometry/br_vec.c
0x1006AB60,BrObjResetMsgHdr,gamedata,description,src/core/gamedata/br_bitstream.c
0x1006B1E0,BrSndThreadStop,audio,description,src/core/audio/br_sndvoice.c
0x1006B3C0,BrSndListAppend,audio,neighbour-1,src/core/audio/br_sndvoice.c
0x1006B400,BrSndVoiceApplyPan,audio,description,src/core/audio/br_sndvoice.c
0x1006B420,BrSndVoiceApplyFreq,audio,description,src/core/audio/br_sndvoice.c
0x1006B490,BrSndVoiceBufRelease,audio,description,src/core/audio/br_sndvoice.c
0x1006B4C0,BrSndVoiceBufStop,audio,description,src/core/audio/br_sndvoice.c
0x1006B4F0,BrX10072580,audio,description,src/core/audio/br_sndvoice.c
0x1006B530,BrSndChanBind,audio,neighbour,src/core/audio/br_sndvoice.c
0x1006B5B0,BrSndVoiceSetPan,audio,neighbour-1,src/core/ghidra_batch.c
0x1006B5F0,BrSndChanSetRatio,audio,neighbour,src/core/audio/br_sndvoice.c
0x1006B670,BrSndBufSetVolume,audio,description,src/core/audio/br_sndvoice.c
0x1006B6C0,BrSndSetVolumePairF,audio,description,src/core/audio/br_sndslot.c
0x1006B6E0,FUN_1006b6e0,audio,description,src/core/audio/br_sndslot.c
0x1006B730,BrSndVoiceSetFreq,audio,filed,src/core/audio/br_sfxsrc.c
0x1006B950,BrSndBufSetPan,audio,filed,src/core/audio/br_musiccmd.c
0x1006B970,BrSndVoiceBufStart,audio,neighbour,src/core/audio/br_sndvoice.c
0x1006B9E0,BrWrap_10072A70,audio,filed,src/core/audio/br_musiccmd.c
0x1006BA00,BrSndVoiceConfigure,audio,filed,src/core/audio/br_musiccmd.c
0x1006BA60,BrSub10072AF0,audio,filed,src/core/audio/br_musiccmd.c
0x1006BA80,BrWrap_10072B10,audio,filed,src/core/audio/br_musiccmd.c
0x1006BAA0,FUN_1006baa0,audio,neighbour,src/core/audio/br_sndslot.c
0x1006BAF0,BrWrap_10072B80,audio,filed,src/core/audio/br_musiccmd.c
0x1006BB10,FUN_1006bb10,audio,neighbour,src/core/audio/br_sndslot.c
0x1006BB60,BrSndBufStopAll,audio,filed,src/core/audio/br_musiccmd.c
0x1006BB90,BrSndBufFreeAll,audio,filed,src/core/audio/br_musiccmd.c
0x1006BC10,BrSndVoiceLoad,audio,filed,src/core/audio/br_sndload.c
0x1006BD70,BrSndBankMute,audio,neighbour,src/core/audio/br_sndvoice.c
0x1006BDD0,FUN_1006bdd0,audio,filed,src/core/audio/br_sndvoice.c
0x1006BF50,BrSndVoiceIsPlaying,audio,filed,src/core/audio/br_sfx.c
0x1006BF90,BrSndVoiceBufIsPlaying,audio,filed,src/core/audio/br_sfx.c
0x1006BFD0,BrSndBankClear,audio,filed,src/core/audio/br_sfx.c
0x1006BFF0,BrSndBankSetCar,audio,filed,src/core/audio/br_sfx.c
0x1006C460,BrSndBankFree,audio,neighbour,src/core/audio/br_sndvoice.c
0x1006C6A0,FUN_1006c6a0,drawing,neighbour-1,src/core/generated/0x1006C6A0.c
0x1006C750,BrFontTexCreate,drawing,filed,src/core/drawing/br_font.c
0x1006C790,BrFontRegisterPages,drawing,filed,src/core/drawing/br_font.c
0x1006C800,BrFontTexCreateAlt,drawing,filed,src/core/drawing/br_font.c
0x1006C820,BrSub10073980,drawing,filed,src/core/drawing/br_font.c
0x1006C850,BrSub100739B0,drawing,neighbour,src/core/drawing/br_texbaked.c
0x1006C880,BrFontTexCreateFlat,drawing,filed,src/core/drawing/br_font.c
0x1006C8B0,BrFontTexCreatePair,drawing,filed,src/core/drawing/br_font.c
0x1006C910,BrSub10073AC0,drawing,neighbour-1,src/core/drawing/br_texbaked.c
0x1006C950,BrSub10073B00,drawing,description,src/core/drawing/br_texbaked.c
0x1006CD80,FUN_1006cd80,gamedata,neighbour-1,src/core/generated/0x1006CD80.c
0x1006CDC0,BrObjClear,gamedata,filed,src/core/gamedata/br_obj.c
0x1006CDD0,BrPairReset_10073B90,drawing,filed,src/core/drawing/br_textmode.c
0x1006CDE0,BrBitStreamSkipBytes,gamedata,description,src/core/gamedata/br_bitstream.c
0x1006CE00,BrBitStreamReadU8,gamedata,description,src/core/gamedata/br_bitstream.c
0x1006CF60,BrBitStreamAlignRead,gamedata,description,src/core/gamedata/br_bitstream.c
0x1006CF80,BrBitStreamAtEnd,gamedata,neighbour-1,src/core/gamedata/br_bitstream.c
0x1006CFA0,BrBitStreamWriteU8,gamedata,description,src/core/gamedata/br_bitstream.c
0x1006CFC0,BrBitStreamWriteU16,gamedata,description,src/core/gamedata/br_bitstream.c
0x1006D000,BrBitStreamWriteU24,gamedata,description,src/core/gamedata/br_bitstream.c
0x1006D050,BrBitStreamWriteU32,gamedata,description,src/core/gamedata/br_bitstream.c
0x1006D160,BrBitStreamAlignWrite,gamedata,manual,src/core/gamedata/br_bitstream.c
0x1006D180,BrCountedTotal,settings,filed,src/core/settings/br_state.c
0x1006D190,BrStateGetField10,settings,filed,src/core/settings/br_state.c
0x1006D280,BrStrGet,menus,description,src/core/menus/br_strget.c
0x1006D2A0,BrStrResFree,gamedata,filed,src/core/gamedata/br_strres.c
0x1006D410,BrVec4Normalise,geometry,filed,src/core/geometry/br_vecnorm.c
0x1006D4B0,BrVec3Normalise,geometry,filed,src/core/geometry/br_vecnorm.c
0x1006D940,BrX100746E0,geometry,filed,src/core/geometry/br_x100746.c
0x1006D980,BrMat4MulVec3,geometry,filed,src/core/geometry/br_mat.c
0x1006D9D0,BrMat4MulVec3Transposed,geometry,filed,src/core/geometry/br_mat.c
0x1006DA20,BrMat4TransformPoint,geometry,neighbour,src/core/geometry/br_mat4.c
0x1006DA90,BrMat3MulVec3,geometry,description,src/core/geometry/br_mat3.c
0x1006DAD0,BrRbInitInertia,driving,description,src/core/driving/br_carphys.c
